ledger_id,order_id,customer,amount,date,status
led_000451,order_000451,cust_0451,7429.56,2026-08-10,paid
led_000452,order_000452,cust_0452,21018.16,2026-08-19,paid
led_000453,order_000453,cust_0453,24973.11,2026-08-16,paid
led_000454,order_000454,cust_0454,21698.88,2026-08-15,paid
led_000455,order_000455,cust_0455,13695.22,2026-08-12,paid
led_000456,order_000456,cust_0456,8644.78,2026-08-18,paid
led_000457,order_000457,cust_0457,9741.65,2026-08-11,paid
led_000458,order_000458,cust_0458,21805.24,2026-08-08,paid
led_000459,order_000459,cust_0459,14509.04,2026-08-08,paid
led_000460,order_000460,cust_0460,21472.32,2026-08-14,paid
led_000461,order_000461,cust_0461,1569.36,2026-08-16,paid
led_000462,order_000462,cust_0462,17778.08,2026-08-13,paid
led_000463,order_000463,cust_0463,9958.93,2026-08-21,paid
led_000464,order_000464,cust_0464,24530.04,2026-08-16,paid
led_000465,order_000465,cust_0465,24138.2,2026-08-05,paid
led_000466,order_000466,cust_0466,12806.13,2026-08-19,paid
led_000467,order_000467,cust_0467,8633.87,2026-08-04,paid
led_000468,order_000468,cust_0468,21917.66,2026-08-15,paid
led_000469,order_000469,cust_0469,2942.94,2026-08-15,paid
led_000470,order_000470,cust_0470,876.02,2026-08-05,paid
led_000471,order_000471,cust_0471,10544.48,2026-08-21,paid
led_000472,order_000472,cust_0472,24263.94,2026-08-03,paid
led_000473,order_000473,cust_0473,12002.52,2026-08-09,paid
led_000474,order_000474,cust_0474,8794.75,2026-08-13,paid
led_000475,order_000475,cust_0475,16421.0,2026-08-11,paid
led_000476,order_000476,cust_0476,21382.36,2026-08-18,paid
led_000477,order_000477,cust_0477,9810.23,2026-08-11,paid
led_000478,order_000478,cust_0478,15856.58,2026-08-16,paid
led_000479,order_000479,cust_0479,21873.38,2026-08-02,paid
led_000480,order_000480,cust_0480,15627.76,2026-08-08,paid
led_000481,order_000481,cust_0481,15963.44,2026-08-10,paid
led_000482,order_000482,cust_0482,24936.94,2026-08-03,paid
led_000483,order_000483,cust_0483,11132.3,2026-08-04,paid
led_000484,order_000484,cust_0484,19129.06,2026-08-04,paid
led_000485,order_000485,cust_0485,11370.12,2026-08-10,paid
led_000486,order_000486,cust_0486,22633.89,2026-08-02,paid
led_000487,order_000487,cust_0487,8447.18,2026-08-02,paid
led_000488,order_000488,cust_0488,7687.51,2026-08-12,paid
led_000489,order_000489,cust_0489,11051.83,2026-08-08,paid
led_000490,order_000490,cust_0490,13513.57,2026-08-19,paid
led_000491,order_000491,cust_0491,17204.11,2026-08-06,paid
led_000492,order_000492,cust_0492,4664.6,2026-08-03,paid
led_000493,order_000493,cust_0493,15432.55,2026-08-13,paid
led_000494,order_000494,cust_0494,15682.9,2026-08-08,paid
led_000495,order_000495,cust_0495,12692.85,2026-08-19,paid
led_000496,order_000496,cust_0496,4006.38,2026-08-15,paid
led_000497,order_000497,cust_0497,16128.66,2026-08-15,paid
led_000498,order_000498,cust_0498,6755.5,2026-08-01,paid
led_000499,order_000499,cust_0499,22523.26,2026-08-15,paid
led_000500,order_000500,cust_0500,22579.63,2026-08-18,paid
led_000501,order_000501,cust_0501,4370.4,2026-08-15,paid
led_000502,order_000502,cust_0502,23658.27,2026-08-19,paid
led_000503,order_000503,cust_0503,7829.28,2026-08-14,paid
led_000504,order_000504,cust_0504,17412.68,2026-08-15,paid
led_000505,order_000505,cust_0505,21209.95,2026-08-07,paid
led_000506,order_000506,cust_0506,24984.65,2026-08-16,paid
led_000507,order_000507,cust_0507,3113.01,2026-08-13,paid
led_000508,order_000508,cust_0508,14512.11,2026-08-19,paid
led_000509,order_000509,cust_0509,7748.87,2026-08-10,paid
led_000510,order_000510,cust_0510,1037.52,2026-08-13,paid
led_000511,order_000511,cust_0511,7224.77,2026-08-19,paid
led_000512,order_000512,cust_0512,21694.15,2026-08-02,paid
led_000513,order_000513,cust_0513,22810.12,2026-08-16,paid
led_000514,order_000514,cust_0514,20904.55,2026-08-10,paid
led_000515,order_000515,cust_0515,19505.65,2026-08-08,paid
led_000516,order_000516,cust_0516,15373.09,2026-08-12,paid
led_000517,order_000517,cust_0517,5865.61,2026-08-07,paid
led_000518,order_000518,cust_0518,15711.83,2026-08-05,paid
led_000519,order_000519,cust_0519,15892.08,2026-08-21,paid
led_000520,order_000520,cust_0520,16335.34,2026-08-10,paid
led_000521,order_000521,cust_0521,19820.96,2026-08-02,paid
led_000522,order_000522,cust_0522,14699.56,2026-08-05,paid
led_000523,order_000523,cust_0523,2708.27,2026-08-10,paid
led_000524,order_000524,cust_0524,8504.62,2026-08-14,paid
led_000525,order_000525,cust_0525,4803.18,2026-08-05,paid
led_000526,order_000526,cust_0526,19769.56,2026-08-12,paid
led_000527,order_000527,cust_0527,13505.88,2026-08-09,paid
led_000528,order_000528,cust_0528,20846.58,2026-08-09,paid
led_000529,order_000529,cust_0529,22894.2,2026-08-16,paid
led_000530,order_000530,cust_0530,24200.91,2026-08-10,paid
led_000531,order_000531,cust_0531,18790.7,2026-08-11,paid
led_000532,order_000532,cust_0532,20203.7,2026-08-15,paid
led_000533,order_000533,cust_0533,24090.89,2026-08-05,paid
led_000534,order_000534,cust_0534,18976.71,2026-08-08,paid
led_000535,order_000535,cust_0535,21573.44,2026-08-13,paid
led_000536,order_000536,cust_0536,24198.11,2026-08-18,paid
led_000537,order_000537,cust_0537,9461.49,2026-08-13,paid
led_000538,order_000538,cust_0538,841.01,2026-08-18,paid
led_000539,order_000539,cust_0539,3527.92,2026-08-12,paid
led_000540,order_000540,cust_0540,16984.3,2026-08-09,paid
led_000541,order_000541,cust_0541,14821.72,2026-08-21,paid
led_000542,order_000542,cust_0542,23537.15,2026-08-04,paid
led_000543,order_000543,cust_0543,17033.5,2026-08-16,paid
led_000544,order_000544,cust_0544,1113.1,2026-08-18,paid
led_000545,order_000545,cust_0545,8536.15,2026-08-20,paid
led_000546,order_000546,cust_0546,5923.5,2026-08-03,paid
led_000547,order_000547,cust_0547,16067.4,2026-08-15,paid
led_000548,order_000548,cust_0548,22780.0,2026-08-10,paid
led_000549,order_000549,cust_0549,16406.37,2026-08-04,paid
led_000550,order_000550,cust_0550,3924.54,2026-08-02,paid
led_000551,order_000551,cust_0551,7956.93,2026-08-16,paid
led_000552,order_000552,cust_0552,3344.95,2026-08-08,paid
led_000553,order_000553,cust_0553,22237.85,2026-08-05,paid
led_000554,order_000554,cust_0554,10021.82,2026-08-12,paid
led_000555,order_000555,cust_0555,16926.91,2026-08-18,paid
led_000556,order_000556,cust_0556,10768.61,2026-08-05,paid
led_000557,order_000557,cust_0557,22192.64,2026-08-21,paid
led_000558,order_000558,cust_0558,2926.03,2026-08-16,paid
led_000559,order_000559,cust_0559,15583.48,2026-08-09,paid
led_000560,order_000560,cust_0560,1301.55,2026-08-12,paid
led_000561,order_000561,cust_0561,5823.11,2026-08-15,paid
led_000562,order_000562,cust_0562,23788.6,2026-08-12,paid
led_000563,order_000563,cust_0563,2934.19,2026-08-12,paid
led_000564,order_000564,cust_0564,13839.41,2026-08-21,paid
led_000565,order_000565,cust_0565,9287.51,2026-08-13,paid
led_000566,order_000566,cust_0566,7259.1,2026-08-04,paid
led_000567,order_000567,cust_0567,23750.76,2026-08-15,paid
led_000568,order_000568,cust_0568,2746.0,2026-08-07,paid
led_000569,order_000569,cust_0569,16221.76,2026-08-20,paid
led_000570,order_000570,cust_0570,24291.79,2026-08-02,paid
led_000571,order_000571,cust_0571,19776.47,2026-08-08,paid
led_000572,order_000572,cust_0572,24726.11,2026-08-19,paid
led_000573,order_000573,cust_0573,5527.54,2026-08-18,paid
led_000574,order_000574,cust_0574,5575.36,2026-08-07,paid
led_000575,order_000575,cust_0575,20419.8,2026-08-08,paid
led_000576,order_000576,cust_0576,8549.71,2026-08-05,paid
led_000577,order_000577,cust_0577,19821.77,2026-08-20,paid
led_000578,order_000578,cust_0578,569.47,2026-08-05,paid
led_000579,order_000579,cust_0579,24694.42,2026-08-18,paid
led_000580,order_000580,cust_0580,6641.03,2026-08-06,paid
led_000581,order_000581,cust_0581,3193.2,2026-08-01,paid
led_000582,order_000582,cust_0582,3729.18,2026-08-12,paid
led_000583,order_000583,cust_0583,19854.62,2026-08-08,paid
led_000584,order_000584,cust_0584,14926.9,2026-08-01,paid
led_000585,order_000585,cust_0585,4769.03,2026-08-02,paid
led_000586,order_000586,cust_0586,3605.58,2026-08-14,paid
led_000587,order_000587,cust_0587,13389.1,2026-08-03,paid
led_000588,order_000588,cust_0588,12168.03,2026-08-12,paid
led_000589,order_000589,cust_0589,13074.33,2026-08-04,paid
led_000590,order_000590,cust_0590,11574.13,2026-08-08,paid
led_000591,order_000591,cust_0591,23662.68,2026-08-02,paid
led_000592,order_000592,cust_0592,18317.45,2026-08-17,paid
led_000593,order_000593,cust_0593,7889.94,2026-08-21,paid
led_000594,order_000594,cust_0594,24118.64,2026-08-02,paid
led_000595,order_000595,cust_0595,24965.38,2026-08-13,paid
led_000596,order_000596,cust_0596,10943.7,2026-08-04,paid
led_000597,order_000597,cust_0597,12511.59,2026-08-15,paid
led_000598,order_000598,cust_0598,2300.52,2026-08-03,paid
led_000599,order_000599,cust_0599,8391.74,2026-08-05,paid
led_000600,order_000600,cust_0600,2109.21,2026-08-09,paid
led_000601,order_000601,cust_0601,15795.78,2026-08-19,paid
led_000602,order_000602,cust_0602,13934.73,2026-08-11,paid
led_000603,order_000603,cust_0603,9832.16,2026-08-20,paid
led_000604,order_000604,cust_0604,13498.64,2026-08-15,paid
led_000605,order_000605,cust_0605,12886.0,2026-08-14,paid
led_000606,order_000606,cust_0606,2929.87,2026-08-04,paid
led_000607,order_000607,cust_0607,21393.42,2026-08-21,paid
led_000608,order_000608,cust_0608,22003.8,2026-08-18,paid
led_000609,order_000609,cust_0609,18160.58,2026-08-07,paid
led_000610,order_000610,cust_0610,11036.71,2026-08-08,paid
led_000611,order_000611,cust_0611,10638.43,2026-08-15,paid
led_000612,order_000612,cust_0612,10268.89,2026-08-04,paid
led_000613,order_000613,cust_0613,8157.43,2026-08-11,paid
led_000614,order_000614,cust_0614,16795.14,2026-08-12,paid
led_000615,order_000615,cust_0615,23863.02,2026-08-16,paid
led_000616,order_000616,cust_0616,2144.77,2026-08-03,paid
led_000617,order_000617,cust_0617,2784.14,2026-08-04,paid
led_000618,order_000618,cust_0618,18742.43,2026-08-12,paid
led_000619,order_000619,cust_0619,20388.35,2026-08-18,paid
led_000620,order_000620,cust_0620,1969.53,2026-08-18,paid
led_000621,order_000621,cust_0621,14261.24,2026-08-04,paid
led_000622,order_000622,cust_0622,10564.81,2026-08-14,paid
led_000623,order_000623,cust_0623,21768.26,2026-08-02,paid
led_000624,order_000624,cust_0624,24225.77,2026-08-20,paid
led_000625,order_000625,cust_0625,8155.0,2026-08-04,paid
led_000626,order_000626,cust_0626,14659.0,2026-08-07,paid
led_000627,order_000627,cust_0627,4290.89,2026-08-16,paid
led_000628,order_000628,cust_0628,5994.0,2026-08-04,paid
led_000629,order_000629,cust_0629,9077.79,2026-08-18,paid
led_000630,order_000630,cust_0630,9505.25,2026-08-09,paid
led_000631,order_000631,cust_0631,14565.45,2026-08-14,paid
led_000632,order_000632,cust_0632,21206.3,2026-08-20,paid
led_000633,order_000633,cust_0633,15532.55,2026-08-21,paid
led_000634,order_000634,cust_0634,14140.12,2026-08-20,paid
led_000635,order_000635,cust_0635,23262.57,2026-08-09,paid
led_000636,order_000636,cust_0636,1209.35,2026-08-09,paid
led_000637,order_000637,cust_0637,17716.12,2026-08-10,paid
led_000638,order_000638,cust_0638,23077.67,2026-08-12,paid
led_000639,order_000639,cust_0639,649.59,2026-08-05,paid
led_000640,order_000640,cust_0640,14374.87,2026-08-13,paid
led_000641,order_000641,cust_0641,2204.84,2026-08-21,paid
led_000642,order_000642,cust_0642,24309.35,2026-08-03,paid
led_000643,order_000643,cust_0643,18779.74,2026-08-07,paid
led_000644,order_000644,cust_0644,9716.76,2026-08-15,paid
led_000645,order_000645,cust_0645,8851.95,2026-08-12,paid
led_000646,order_000646,cust_0646,8135.12,2026-08-11,paid
led_000647,order_000647,cust_0647,19532.47,2026-08-19,paid
led_000648,order_000648,cust_0648,15107.48,2026-08-02,paid
led_000649,order_000649,cust_0649,4311.71,2026-08-20,paid
led_000650,order_000650,cust_0650,1719.18,2026-08-03,paid
led_000651,order_000651,cust_0651,7166.52,2026-08-14,paid
led_000652,order_000652,cust_0652,12398.71,2026-08-15,paid
led_000653,order_000653,cust_0653,10647.5,2026-08-07,paid
led_000654,order_000654,cust_0654,18996.11,2026-08-04,paid
led_000655,order_000655,cust_0655,8956.73,2026-08-04,paid
led_000656,order_000656,cust_0656,7439.54,2026-08-19,paid
led_000657,order_000657,cust_0657,12422.5,2026-08-10,paid
led_000658,order_000658,cust_0658,1612.73,2026-08-13,paid
led_000659,order_000659,cust_0659,24618.92,2026-08-02,paid
led_000660,order_000660,cust_0660,688.33,2026-08-10,paid
led_000661,order_000661,cust_0661,23660.44,2026-08-05,paid
led_000662,order_000662,cust_0662,19221.94,2026-08-10,paid
led_000663,order_000663,cust_0663,8539.0,2026-08-01,paid
led_000664,order_000664,cust_0664,12685.94,2026-08-14,paid
led_000665,order_000665,cust_0665,4804.52,2026-08-13,paid
led_000666,order_000666,cust_0666,13548.27,2026-08-08,paid
led_000667,order_000667,cust_0667,12756.43,2026-08-12,paid
led_000668,order_000668,cust_0668,2265.85,2026-08-02,paid
led_000669,order_000669,cust_0669,11187.38,2026-08-15,paid
led_000670,order_000670,cust_0670,21621.7,2026-08-19,paid
led_000671,order_000671,cust_0671,11017.47,2026-08-13,paid
led_000672,order_000672,cust_0672,17882.72,2026-08-14,paid
led_000673,order_000673,cust_0673,7593.12,2026-08-13,paid
led_000674,order_000674,cust_0674,1010.99,2026-08-11,paid
led_000675,order_000675,cust_0675,4710.89,2026-08-20,paid
led_000676,order_000676,cust_0676,11772.37,2026-08-12,paid
led_000677,order_000677,cust_0677,2659.18,2026-08-04,paid
led_000678,order_000678,cust_0678,6461.25,2026-08-19,paid
led_000679,order_000679,cust_0679,10311.02,2026-08-03,paid
led_000680,order_000680,cust_0680,10196.28,2026-08-10,paid
led_000681,order_000681,cust_0681,18772.22,2026-08-08,paid
led_000682,order_000682,cust_0682,8660.18,2026-08-06,paid
led_000683,order_000683,cust_0683,2371.29,2026-08-21,paid
led_000684,order_000684,cust_0684,3293.65,2026-08-17,paid
led_000685,order_000685,cust_0685,5250.64,2026-08-12,paid
led_000686,order_000686,cust_0686,9101.94,2026-08-21,paid
led_000687,order_000687,cust_0687,20468.41,2026-08-08,paid
led_000688,order_000688,cust_0688,3018.71,2026-08-09,paid
led_000689,order_000689,cust_0689,5333.16,2026-08-20,paid
led_000690,order_000690,cust_0690,4245.31,2026-08-21,paid
led_000691,order_000691,cust_0691,2346.16,2026-08-21,paid
led_000692,order_000692,cust_0692,12605.87,2026-08-19,paid
led_000693,order_000693,cust_0693,19116.99,2026-08-15,paid
led_000694,order_000694,cust_0694,17187.77,2026-08-19,paid
led_000695,order_000695,cust_0695,16253.3,2026-08-20,paid
led_000696,order_000696,cust_0696,8418.6,2026-08-21,paid
led_000697,order_000697,cust_0697,8245.4,2026-08-15,paid
led_000698,order_000698,cust_0698,2173.01,2026-08-15,paid
led_000699,order_000699,cust_0699,15968.94,2026-08-09,paid
led_000700,order_000700,cust_0700,14989.78,2026-08-12,paid
led_000701,order_000701,cust_0701,12929.75,2026-08-10,paid
led_000702,order_000702,cust_0702,11812.69,2026-08-02,paid
led_000703,order_000703,cust_0703,1893.81,2026-08-10,paid
led_000704,order_000704,cust_0704,2379.91,2026-08-03,paid
led_000705,order_000705,cust_0705,15567.71,2026-08-17,paid
led_000706,order_000706,cust_0706,9919.82,2026-08-19,paid
led_000707,order_000707,cust_0707,14080.75,2026-08-02,paid
led_000708,order_000708,cust_0708,11518.48,2026-08-19,paid
led_000709,order_000709,cust_0709,16470.02,2026-08-11,paid
led_000710,order_000710,cust_0710,15322.64,2026-08-17,paid
led_000711,order_000711,cust_0711,4196.1,2026-08-02,paid
led_000712,order_000712,cust_0712,11537.82,2026-08-11,paid
led_000713,order_000713,cust_0713,24568.45,2026-08-03,paid
led_000714,order_000714,cust_0714,12861.45,2026-08-06,paid
led_000715,order_000715,cust_0715,1458.98,2026-08-15,paid
led_000716,order_000716,cust_0716,24779.16,2026-08-17,paid
led_000717,order_000717,cust_0717,13307.33,2026-08-06,paid
led_000718,order_000718,cust_0718,9415.5,2026-08-10,paid
led_000719,order_000719,cust_0719,9991.71,2026-08-11,paid
led_000720,order_000720,cust_0720,17132.99,2026-08-02,paid
led_000721,order_000721,cust_0721,19836.06,2026-08-21,paid
led_000722,order_000722,cust_0722,8698.91,2026-08-11,paid
led_000723,order_000723,cust_0723,2815.4,2026-08-13,paid
led_000724,order_000724,cust_0724,7461.6,2026-08-20,paid
led_000725,order_000725,cust_0725,21895.35,2026-08-11,paid
led_000726,order_000726,cust_0726,2496.8,2026-08-05,paid
led_000727,order_000727,cust_0727,22960.29,2026-08-10,paid
led_000728,order_000728,cust_0728,24208.56,2026-08-13,paid
led_000729,order_000729,cust_0729,3659.32,2026-08-03,paid
led_000730,order_000730,cust_0730,8084.76,2026-08-13,paid
led_000731,order_000731,cust_0731,16265.58,2026-08-11,paid
led_000732,order_000732,cust_0732,20423.03,2026-08-17,paid
led_000733,order_000733,cust_0733,2789.6,2026-08-14,paid
led_000734,order_000734,cust_0734,12957.97,2026-08-01,paid
led_000735,order_000735,cust_0735,9383.64,2026-08-06,paid
led_000736,order_000736,cust_0736,23803.65,2026-08-11,paid
led_000737,order_000737,cust_0737,23717.87,2026-08-16,paid
led_000738,order_000738,cust_0738,5204.13,2026-08-05,paid
led_000739,order_000739,cust_0739,4296.16,2026-08-10,paid
led_000740,order_000740,cust_0740,21188.5,2026-08-04,paid
led_000741,order_000741,cust_0741,12938.4,2026-08-18,paid
led_000742,order_000742,cust_0742,20960.44,2026-08-17,paid
led_000743,order_000743,cust_0743,1424.81,2026-08-11,paid
led_000744,order_000744,cust_0744,21971.62,2026-08-20,paid
led_000745,order_000745,cust_0745,3710.7,2026-08-13,paid
led_000746,order_000746,cust_0746,4279.19,2026-08-06,paid
led_000747,order_000747,cust_0747,20867.95,2026-08-20,paid
led_000748,order_000748,cust_0748,20321.57,2026-08-06,paid
led_000749,order_000749,cust_0749,18168.98,2026-08-02,paid
led_000750,order_000750,cust_0750,10566.04,2026-08-08,paid
led_000751,order_000751,cust_0751,24254.92,2026-08-20,paid
led_000752,order_000752,cust_0752,7480.73,2026-08-15,paid
led_000753,order_000753,cust_0753,6233.07,2026-08-08,paid
led_000754,order_000754,cust_0754,8081.96,2026-08-16,paid
led_000755,order_000755,cust_0755,22647.37,2026-08-07,paid
led_000756,order_000756,cust_0756,9512.1,2026-08-19,paid
led_000757,order_000757,cust_0757,24618.77,2026-08-15,paid
led_000758,order_000758,cust_0758,19351.24,2026-08-13,paid
led_000759,order_000759,cust_0759,12821.21,2026-08-14,paid
led_000760,order_000760,cust_0760,24173.57,2026-08-07,paid
led_000761,order_000761,cust_0761,20130.85,2026-08-05,paid
led_000762,order_000762,cust_0762,21888.55,2026-08-02,paid
led_000763,order_000763,cust_0763,16208.89,2026-08-12,paid
led_000764,order_000764,cust_0764,14086.25,2026-08-04,paid
led_000765,order_000765,cust_0765,17929.32,2026-08-17,paid
led_000766,order_000766,cust_0766,21353.57,2026-08-10,paid
led_000767,order_000767,cust_0767,2554.94,2026-08-06,paid
led_000768,order_000768,cust_0768,7183.39,2026-08-17,paid
led_000769,order_000769,cust_0769,4110.04,2026-08-14,paid
led_000770,order_000770,cust_0770,2746.98,2026-08-08,paid
led_000771,order_000771,cust_0771,20509.23,2026-08-12,paid
led_000772,order_000772,cust_0772,23296.56,2026-08-14,paid
led_000773,order_000773,cust_0773,1804.79,2026-08-17,paid
led_000774,order_000774,cust_0774,9662.06,2026-08-13,paid
led_000775,order_000775,cust_0775,24865.87,2026-08-12,paid
led_000776,order_000776,cust_0776,6001.2,2026-08-11,paid
led_000777,order_000777,cust_0777,23305.23,2026-08-21,paid
led_000778,order_000778,cust_0778,8714.61,2026-08-05,paid
led_000779,order_000779,cust_0779,3871.19,2026-08-10,paid
led_000780,order_000780,cust_0780,22976.21,2026-08-16,paid
led_000781,order_000781,cust_0781,17553.76,2026-08-05,paid
led_000782,order_000782,cust_0782,19091.61,2026-08-16,paid
led_000783,order_000783,cust_0783,11490.74,2026-08-01,paid
led_000784,order_000784,cust_0784,22693.51,2026-08-01,paid
led_000785,order_000785,cust_0785,6770.14,2026-08-05,paid
led_000786,order_000786,cust_0786,13945.7,2026-08-20,paid
led_000787,order_000787,cust_0787,13430.4,2026-08-04,paid
led_000788,order_000788,cust_0788,19516.23,2026-08-08,paid
led_000789,order_000789,cust_0789,7878.2,2026-08-02,paid
led_000790,order_000790,cust_0790,6341.77,2026-08-21,paid
led_000791,order_000791,cust_0791,19950.53,2026-08-15,paid
led_000792,order_000792,cust_0792,2038.78,2026-08-16,paid
led_000793,order_000793,cust_0793,15120.11,2026-08-01,paid
led_000794,order_000794,cust_0794,15982.9,2026-08-19,paid
led_000795,order_000795,cust_0795,6427.48,2026-08-05,paid
led_000796,order_000796,cust_0796,7636.16,2026-08-01,paid
led_000797,order_000797,cust_0797,15562.83,2026-08-08,paid
led_000798,order_000798,cust_0798,14481.26,2026-08-06,paid
led_000799,order_000799,cust_0799,16777.1,2026-08-03,paid
led_000800,order_000800,cust_0800,13325.37,2026-08-12,paid
led_000801,order_000801,cust_0801,2158.14,2026-08-17,paid
led_000802,order_000802,cust_0802,13830.01,2026-08-17,paid
led_000803,order_000803,cust_0803,14076.72,2026-08-13,paid
led_000804,order_000804,cust_0804,21896.62,2026-08-02,paid
led_000805,order_000805,cust_0805,16073.93,2026-08-12,paid
led_000806,order_000806,cust_0806,6714.43,2026-08-01,paid
led_000807,order_000807,cust_0807,9248.8,2026-08-03,paid
led_000808,order_000808,cust_0808,8947.66,2026-08-21,paid
led_000809,order_000809,cust_0809,3039.76,2026-08-19,paid
led_000810,order_000810,cust_0810,18512.08,2026-08-11,paid
led_000811,order_000811,cust_0811,3768.53,2026-08-12,paid
led_000812,order_000812,cust_0812,13877.34,2026-08-21,paid
led_000813,order_000813,cust_0813,4789.68,2026-08-15,paid
led_000814,order_000814,cust_0814,24530.07,2026-08-16,paid
led_000815,order_000815,cust_0815,15977.53,2026-08-05,paid
led_000816,order_000816,cust_0816,2045.96,2026-08-15,paid
led_000817,order_000817,cust_0817,1406.1,2026-08-07,paid
led_000818,order_000818,cust_0818,1573.25,2026-08-07,paid
led_000819,order_000819,cust_0819,22201.86,2026-08-11,paid
led_000820,order_000820,cust_0820,23367.59,2026-08-17,paid
led_000821,order_000821,cust_0821,10256.49,2026-08-18,paid
led_000822,order_000822,cust_0822,12098.29,2026-08-02,paid
led_000823,order_000823,cust_0823,18955.63,2026-08-07,paid
led_000824,order_000824,cust_0824,7509.72,2026-08-02,paid
led_000825,order_000825,cust_0825,21712.06,2026-08-11,paid
led_000826,order_000826,cust_0826,7193.81,2026-08-12,paid
led_000827,order_000827,cust_0827,11205.31,2026-08-13,paid
led_000828,order_000828,cust_0828,18711.04,2026-08-13,paid
led_000829,order_000829,cust_0829,8806.4,2026-08-06,paid
led_000830,order_000830,cust_0830,12656.98,2026-08-16,paid
led_000831,order_000831,cust_0831,9500.0,2026-08-17,paid
led_000832,order_000832,cust_0832,7034.66,2026-08-03,paid
led_000833,order_000833,cust_0833,18313.49,2026-08-03,paid
led_000834,order_000834,cust_0834,11049.88,2026-08-06,paid
led_000835,order_000835,cust_0835,13864.12,2026-08-11,paid
led_000836,order_000836,cust_0836,3013.65,2026-08-11,paid
led_000837,order_000837,cust_0837,16692.52,2026-08-10,paid
led_000838,order_000838,cust_0838,11424.94,2026-08-14,paid
led_000839,order_000839,cust_0839,4582.8,2026-08-15,paid
led_000840,order_000840,cust_0840,9112.9,2026-08-02,paid
led_000841,order_000841,cust_0841,18306.95,2026-08-12,paid
led_000842,order_000842,cust_0842,15563.86,2026-08-14,paid
led_000843,order_000843,cust_0843,7226.61,2026-08-02,paid
led_000844,order_000844,cust_0844,2338.51,2026-08-21,paid
led_000845,order_000845,cust_0845,10452.15,2026-08-17,paid
led_000846,order_000846,cust_0846,20126.85,2026-08-06,paid
led_000847,order_000847,cust_0847,23843.34,2026-08-05,paid
led_000848,order_000848,cust_0848,21292.4,2026-08-15,paid
led_000849,order_000849,cust_0849,1352.57,2026-08-03,paid
led_000850,order_000850,cust_0850,6281.89,2026-08-21,paid
led_000851,order_000851,cust_0851,9475.05,2026-08-13,paid
led_000852,order_000852,cust_0852,23761.94,2026-08-02,paid
led_000853,order_000853,cust_0853,15324.82,2026-08-15,paid
led_000854,order_000854,cust_0854,23746.18,2026-08-12,paid
led_000855,order_000855,cust_0855,11376.51,2026-08-03,paid
led_000856,order_000856,cust_0856,14561.08,2026-08-17,paid
led_000857,order_000857,cust_0857,9490.27,2026-08-11,paid
led_000858,order_000858,cust_0858,16414.24,2026-08-08,paid
led_000859,order_000859,cust_0859,24032.74,2026-08-01,paid
led_000860,order_000860,cust_0860,18524.03,2026-08-16,paid
led_000861,order_000861,cust_0861,13184.76,2026-08-18,paid
led_000862,order_000862,cust_0862,3385.14,2026-08-09,paid
led_000863,order_000863,cust_0863,17748.93,2026-08-07,paid
led_000864,order_000864,cust_0864,24910.95,2026-08-10,paid
led_000865,order_000865,cust_0865,17502.53,2026-08-16,paid
led_000866,order_000866,cust_0866,5404.37,2026-08-05,paid
led_000867,order_000867,cust_0867,21394.24,2026-08-15,paid
led_000868,order_000868,cust_0868,4730.08,2026-08-15,paid
led_000869,order_000869,cust_0869,24932.93,2026-08-11,paid
led_000870,order_000870,cust_0870,16862.07,2026-08-03,paid
led_000871,order_000871,cust_0871,13974.93,2026-08-10,paid
led_000872,order_000872,cust_0872,22337.63,2026-08-06,paid
led_000873,order_000873,cust_0873,17939.32,2026-08-21,paid
led_000874,order_000874,cust_0874,4765.23,2026-08-12,paid
led_000875,order_000875,cust_0875,12964.52,2026-08-04,paid
led_000876,order_000876,cust_0876,24635.75,2026-08-05,paid
led_000877,order_000877,cust_0877,6300.04,2026-08-16,paid
led_000878,order_000878,cust_0878,1143.96,2026-08-18,paid
led_000879,order_000879,cust_0879,14520.8,2026-08-15,paid
led_000880,order_000880,cust_0880,20189.71,2026-08-18,paid
led_000881,order_000881,cust_0881,3679.4,2026-08-03,paid
led_000882,order_000882,cust_0882,2110.83,2026-08-13,paid
led_000883,order_000883,cust_0883,24990.08,2026-08-16,paid
led_000884,order_000884,cust_0884,13379.54,2026-08-14,paid
led_000885,order_000885,cust_0885,20671.82,2026-08-03,paid
led_000886,order_000886,cust_0886,3570.51,2026-08-11,paid
led_000887,order_000887,cust_0887,16237.3,2026-08-15,paid
led_000888,order_000888,cust_0888,11912.91,2026-08-17,paid
led_000889,order_000889,cust_0889,8940.61,2026-08-18,paid
led_000890,order_000890,cust_0890,16174.95,2026-08-06,paid
led_000891,order_000891,cust_0891,19310.65,2026-08-05,paid
led_000892,order_000892,cust_0892,22812.45,2026-08-02,paid
led_000893,order_000893,cust_0893,20869.07,2026-08-17,paid
led_000894,order_000894,cust_0894,4248.88,2026-08-06,paid
led_000895,order_000895,cust_0895,4468.19,2026-08-08,paid
led_000896,order_000896,cust_0896,8977.57,2026-08-17,paid
led_000897,order_000897,cust_0897,22425.68,2026-08-03,paid
led_000898,order_000898,cust_0898,6639.83,2026-08-21,paid
led_000899,order_000899,cust_0899,23930.61,2026-08-09,paid
led_000900,order_000900,cust_0900,3566.67,2026-08-10,paid
led_000901,order_000901,cust_0901,15553.49,2026-08-03,paid
