settlement_id,payment_id,order_id,gross_amount,fee,tax,refund_amount,settled_amount,settlement_date,utr
stl_000268,pay_000268,order_000268,23597.17,471.94,84.95,0.0,23040.28,2026-08-12,UTR100268
stl_000269,pay_000269,order_000269,18960.14,379.2,68.26,0.0,18512.68,2026-08-16,UTR100269
stl_000270,pay_000270,order_000270,13686.4,273.73,49.27,0.0,13363.4,2026-08-20,UTR100270
stl_000271,pay_000271,order_000271,20096.77,401.94,72.35,0.0,19622.48,2026-08-10,UTR100271
stl_000272,pay_000272,order_000272,12461.62,249.23,44.86,0.0,12167.53,2026-08-11,UTR100272
stl_000273,pay_000273,order_000273,11177.98,223.56,40.24,0.0,10914.18,2026-08-03,UTR100273
stl_000274,pay_000274,order_000274,10027.0,200.54,36.1,0.0,9790.36,2026-08-15,UTR100274
stl_000275,pay_000275,order_000275,18242.44,364.85,65.67,0.0,17811.92,2026-08-17,UTR100275
stl_000276,pay_000276,order_000276,23028.77,460.58,82.9,0.0,22485.29,2026-08-22,UTR100276
stl_000277,pay_000277,order_000277,13586.03,271.72,48.91,0.0,13265.4,2026-08-15,UTR100277
stl_000278,pay_000278,order_000278,15001.37,300.03,54.01,0.0,14647.33,2026-08-03,UTR100278
stl_000279,pay_000279,order_000279,2556.71,51.13,9.2,0.0,2496.38,2026-08-16,UTR100279
stl_000280,pay_000280,order_000280,3824.64,76.49,13.77,0.0,3734.38,2026-08-17,UTR100280
stl_000281,pay_000281,order_000281,4952.36,99.05,17.83,0.0,4835.48,2026-08-11,UTR100281
stl_000282,pay_000282,order_000282,9788.04,195.76,35.24,0.0,9557.04,2026-08-09,UTR100282
stl_000283,pay_000283,order_000283,11640.13,232.8,41.9,0.0,11365.43,2026-08-13,UTR100283
stl_000284,pay_000284,order_000284,19150.13,383.0,68.94,0.0,18698.19,2026-08-15,UTR100284
stl_000285,pay_000285,order_000285,7317.29,146.35,26.34,0.0,7144.6,2026-08-16,UTR100285
stl_000286,pay_000286,order_000286,6680.65,133.61,24.05,0.0,6522.99,2026-08-05,UTR100286
stl_000287,pay_000287,order_000287,12022.52,240.45,43.28,0.0,11738.79,2026-08-20,UTR100287
stl_000288,pay_000288,order_000288,1776.1,35.52,6.39,0.0,1734.19,2026-08-14,UTR100288
stl_000289,pay_000289,order_000289,5993.44,119.87,21.58,0.0,5851.99,2026-08-05,UTR100289
stl_000290,pay_000290,order_000290,19640.21,392.8,70.7,0.0,19176.71,2026-08-23,UTR100290
stl_000291,pay_000291,order_000291,1486.32,29.73,5.35,0.0,1451.24,2026-08-03,UTR100291
stl_000292,pay_000292,order_000292,23765.49,475.31,85.56,0.0,23204.62,2026-08-09,UTR100292
stl_000293,pay_000293,order_000293,21061.11,421.22,75.82,0.0,20564.07,2026-08-22,UTR100293
stl_000294,pay_000294,order_000294,4233.37,84.67,15.24,0.0,4133.46,2026-08-07,UTR100294
stl_000295,pay_000295,order_000295,12102.25,242.05,43.57,0.0,11816.63,2026-08-06,UTR100295
stl_000296,pay_000296,order_000296,14317.25,286.35,51.54,0.0,13979.36,2026-08-09,UTR100296
stl_000297,pay_000297,order_000297,11893.33,237.87,42.82,0.0,11612.64,2026-08-11,UTR100297
stl_000298,pay_000298,order_000298,19289.0,385.78,69.44,0.0,18833.78,2026-08-08,UTR100298
stl_000299,pay_000299,order_000299,15344.37,306.89,55.24,0.0,14982.24,2026-08-06,UTR100299
stl_000300,pay_000300,order_000300,19555.9,391.12,70.4,0.0,19094.38,2026-08-08,UTR100300
stl_000301,pay_000301,order_000301,24135.66,482.71,86.89,0.0,23566.06,2026-08-06,UTR100301
stl_000302,pay_000302,order_000302,14677.78,293.56,52.84,0.0,14331.38,2026-08-12,UTR100302
stl_000303,pay_000303,order_000303,14607.02,292.14,52.59,0.0,14262.29,2026-08-15,UTR100303
stl_000304,pay_000304,order_000304,10218.03,204.36,36.78,0.0,9976.89,2026-08-09,UTR100304
stl_000305,pay_000305,order_000305,2361.91,47.24,8.5,0.0,2306.17,2026-08-23,UTR100305
stl_000306,pay_000306,order_000306,6449.81,129.0,23.22,0.0,6297.59,2026-08-12,UTR100306
stl_000307,pay_000307,order_000307,21332.18,426.64,76.8,0.0,20828.74,2026-08-22,UTR100307
stl_000308,pay_000308,order_000308,20235.44,404.71,72.85,0.0,19757.88,2026-08-21,UTR100308
stl_000309,pay_000309,order_000309,19674.57,393.49,70.83,0.0,19210.25,2026-08-14,UTR100309
stl_000310,pay_000310,order_000310,13552.26,271.05,48.79,0.0,13232.42,2026-08-14,UTR100310
stl_000311,pay_000311,order_000311,2189.44,43.79,7.88,0.0,2137.77,2026-08-23,UTR100311
stl_000312,pay_000312,order_000312,8860.16,177.2,31.9,0.0,8651.06,2026-08-16,UTR100312
stl_000313,pay_000313,order_000313,20647.11,412.94,74.33,0.0,20159.84,2026-08-06,UTR100313
stl_000314,pay_000314,order_000314,11121.32,222.43,40.04,0.0,10858.85,2026-08-14,UTR100314
stl_000315,pay_000315,order_000315,16071.84,321.44,57.86,0.0,15692.54,2026-08-17,UTR100315
stl_000316,pay_000316,order_000316,17829.06,356.58,64.18,0.0,17408.3,2026-08-16,UTR100316
stl_000317,pay_000317,order_000317,4815.36,96.31,17.34,0.0,4701.71,2026-08-19,UTR100317
stl_000318,pay_000318,order_000318,24154.11,483.08,86.95,0.0,23584.08,2026-08-11,UTR100318
stl_000319,pay_000319,order_000319,15589.85,311.8,56.12,0.0,15221.93,2026-08-20,UTR100319
stl_000320,pay_000320,order_000320,19478.72,389.57,70.12,0.0,19019.03,2026-08-17,UTR100320
stl_000321,pay_000321,order_000321,11171.58,223.43,40.22,0.0,10907.93,2026-08-21,UTR100321
stl_000322,pay_000322,order_000322,7075.69,141.51,25.47,0.0,6908.71,2026-08-10,UTR100322
stl_000323,pay_000323,order_000323,20852.91,417.06,75.07,0.0,20360.78,2026-08-05,UTR100323
stl_000324,pay_000324,order_000324,7333.74,146.67,26.4,0.0,7160.67,2026-08-17,UTR100324
stl_000325,pay_000325,order_000325,6474.65,129.49,23.31,0.0,6321.85,2026-08-17,UTR100325
stl_000326,pay_000326,order_000326,14461.32,289.23,52.06,0.0,14120.03,2026-08-15,UTR100326
stl_000327,pay_000327,order_000327,8741.72,174.83,31.47,0.0,8535.42,2026-08-18,UTR100327
stl_000328,pay_000328,order_000328,21348.34,426.97,76.85,0.0,20844.52,2026-08-08,UTR100328
stl_000329,pay_000329,order_000329,12444.97,248.9,44.8,0.0,12151.27,2026-08-14,UTR100329
stl_000330,pay_000330,order_000330,20046.89,400.94,72.17,0.0,19573.78,2026-08-13,UTR100330
stl_000331,pay_000331,order_000331,7351.63,147.03,26.47,0.0,7178.13,2026-08-22,UTR100331
stl_000332,pay_000332,order_000332,17679.0,353.58,63.64,0.0,17261.78,2026-08-11,UTR100332
stl_000333,pay_000333,order_000333,14116.88,282.34,50.82,0.0,13783.72,2026-08-19,UTR100333
stl_000334,pay_000334,order_000334,23727.53,474.55,85.42,0.0,23167.56,2026-08-05,UTR100334
stl_000335,pay_000335,order_000335,6413.22,128.26,23.09,0.0,6261.87,2026-08-16,UTR100335
stl_000336,pay_000336,order_000336,12470.16,249.4,44.89,0.0,12175.87,2026-08-10,UTR100336
stl_000337,pay_000337,order_000337,17419.93,348.4,62.71,0.0,17008.82,2026-08-23,UTR100337
stl_000338,pay_000338,order_000338,17940.14,358.8,64.58,0.0,17516.76,2026-08-17,UTR100338
stl_000339,pay_000339,order_000339,19926.86,398.54,71.74,0.0,19456.58,2026-08-05,UTR100339
stl_000340,pay_000340,order_000340,7708.77,154.18,27.75,0.0,7526.84,2026-08-15,UTR100340
stl_000341,pay_000341,order_000341,17448.79,348.98,62.82,0.0,17036.99,2026-08-12,UTR100341
stl_000342,pay_000342,order_000342,16767.02,335.34,60.36,0.0,16371.32,2026-08-14,UTR100342
stl_000343,pay_000343,order_000343,12094.88,241.9,43.54,0.0,11809.44,2026-08-19,UTR100343
stl_000344,pay_000344,order_000344,8922.06,178.44,32.12,0.0,8711.5,2026-08-20,UTR100344
stl_000345,pay_000345,order_000345,8604.39,172.09,30.98,0.0,8401.32,2026-08-17,UTR100345
stl_000346,pay_000346,order_000346,7137.45,142.75,25.7,0.0,6969.0,2026-08-11,UTR100346
stl_000347,pay_000347,order_000347,6148.18,122.96,22.13,0.0,6003.09,2026-08-09,UTR100347
stl_000348,pay_000348,order_000348,8230.92,164.62,29.63,0.0,8036.67,2026-08-20,UTR100348
stl_000349,pay_000349,order_000349,23796.5,475.93,85.67,0.0,23234.9,2026-08-08,UTR100349
stl_000350,pay_000350,order_000350,5192.75,103.86,18.69,0.0,5070.2,2026-08-18,UTR100350
stl_000351,pay_000351,order_000351,7274.24,145.48,26.19,0.0,7102.57,2026-08-21,UTR100351
stl_000352,pay_000352,order_000352,24426.87,488.54,87.94,0.0,23850.39,2026-08-19,UTR100352
stl_000353,pay_000353,order_000353,15121.37,302.43,54.44,0.0,14764.5,2026-08-06,UTR100353
stl_000354,pay_000354,order_000354,20899.39,417.99,75.24,0.0,20406.16,2026-08-12,UTR100354
stl_000355,pay_000355,order_000355,6073.34,121.47,21.86,0.0,5930.01,2026-08-08,UTR100355
stl_000356,pay_000356,order_000356,7905.56,158.11,28.46,0.0,7718.99,2026-08-20,UTR100356
stl_000357,pay_000357,order_000357,3601.28,72.03,12.97,0.0,3516.28,2026-08-04,UTR100357
stl_000358,pay_000358,order_000358,24370.23,487.4,87.73,0.0,23795.1,2026-08-20,UTR100358
stl_000359,pay_000359,order_000359,7657.35,153.15,27.57,0.0,7476.63,2026-08-07,UTR100359
stl_000360,pay_000360,order_000360,16127.81,322.56,58.06,0.0,15747.19,2026-08-18,UTR100360
stl_000361,pay_000361,order_000361,3013.4,60.27,10.85,0.0,2942.28,2026-08-03,UTR100361
stl_000362,pay_000362,order_000362,14564.57,291.29,52.43,0.0,14220.85,2026-08-18,UTR100362
stl_000363,pay_000363,order_000363,12228.5,244.57,44.02,0.0,11939.91,2026-08-13,UTR100363
stl_000364,pay_000364,order_000364,5016.91,100.34,18.06,0.0,4898.51,2026-08-04,UTR100364
stl_000365,pay_000365,order_000365,6685.72,133.71,24.07,0.0,6527.94,2026-08-18,UTR100365
stl_000366,pay_000366,order_000366,3295.13,65.9,11.86,0.0,3217.37,2026-08-05,UTR100366
stl_000367,pay_000367,order_000367,10317.33,206.35,37.14,0.0,10073.84,2026-08-05,UTR100367
stl_000368,pay_000368,order_000368,14637.02,292.74,52.69,0.0,14291.59,2026-08-04,UTR100368
stl_000369,pay_000369,order_000369,4217.31,84.35,15.18,0.0,4117.78,2026-08-21,UTR100369
stl_000370,pay_000370,order_000370,23753.58,475.07,85.51,0.0,23193.0,2026-08-05,UTR100370
stl_000371,pay_000371,order_000371,24850.99,497.02,89.46,0.0,24264.51,2026-08-06,UTR100371
stl_000372,pay_000372,order_000372,14172.79,283.46,51.02,0.0,13838.31,2026-08-16,UTR100372
stl_000373,pay_000373,order_000373,15354.78,307.1,55.28,0.0,14992.4,2026-08-22,UTR100373
stl_000374,pay_000374,order_000374,6029.33,120.59,21.71,0.0,5887.03,2026-08-19,UTR100374
stl_000375,pay_000375,order_000375,9819.26,196.39,35.35,0.0,9587.52,2026-08-17,UTR100375
stl_000376,pay_000376,order_000376,7785.15,155.7,28.03,0.0,7601.42,2026-08-21,UTR100376
stl_000377,pay_000377,order_000377,24755.77,495.12,89.12,0.0,24171.53,2026-08-12,UTR100377
stl_000378,pay_000378,order_000378,14431.42,288.63,51.95,0.0,14090.84,2026-08-04,UTR100378
stl_000379,pay_000379,order_000379,15435.96,308.72,55.57,0.0,15071.67,2026-08-06,UTR100379
stl_000380,pay_000380,order_000380,23715.96,474.32,85.38,0.0,23156.26,2026-08-09,UTR100380
stl_000381,pay_000381,order_000381,15825.12,316.5,56.97,0.0,15451.65,2026-08-11,UTR100381
stl_000382,pay_000382,order_000382,16680.49,333.61,60.05,0.0,16286.83,2026-08-08,UTR100382
stl_000383,pay_000383,order_000383,6376.7,127.53,22.96,0.0,6226.21,2026-08-20,UTR100383
stl_000384,pay_000384,order_000384,2339.09,46.78,8.42,0.0,2283.89,2026-08-03,UTR100384
stl_000385,pay_000385,order_000385,10508.68,210.17,37.83,0.0,10260.68,2026-08-22,UTR100385
stl_000386,pay_000386,order_000386,12012.86,240.26,43.25,0.0,11729.35,2026-08-04,UTR100386
stl_000387,pay_000387,order_000387,6171.17,123.42,22.22,0.0,6025.53,2026-08-12,UTR100387
stl_000388,pay_000388,order_000388,17723.2,354.46,63.8,0.0,17304.94,2026-08-17,UTR100388
stl_000389,pay_000389,order_000389,2243.9,44.88,8.08,0.0,2190.94,2026-08-10,UTR100389
stl_000390,pay_000390,order_000390,23135.82,462.72,83.29,0.0,22589.81,2026-08-23,UTR100390
stl_000391,pay_000391,order_000391,14949.84,299.0,53.82,0.0,14597.02,2026-08-09,UTR100391
stl_000392,pay_000392,order_000392,10915.9,218.32,39.3,0.0,10658.28,2026-08-20,UTR100392
stl_000393,pay_000393,order_000393,6007.83,120.16,21.63,0.0,5866.04,2026-08-07,UTR100393
stl_000394,pay_000394,order_000394,22756.08,455.12,81.92,0.0,22219.04,2026-08-07,UTR100394
stl_000395,pay_000395,order_000395,2249.54,44.99,8.1,0.0,2196.45,2026-08-08,UTR100395
stl_000396,pay_000396,order_000396,19919.4,398.39,71.71,0.0,19449.3,2026-08-22,UTR100396
stl_000397,pay_000397,order_000397,18849.46,376.99,67.86,0.0,18404.61,2026-08-21,UTR100397
stl_000398,pay_000398,order_000398,23069.22,461.38,83.05,0.0,22524.79,2026-08-17,UTR100398
stl_000399,pay_000399,order_000399,3546.66,70.93,12.77,0.0,3462.96,2026-08-12,UTR100399
stl_000400,pay_000400,order_000400,17643.48,352.87,63.52,0.0,17227.09,2026-08-11,UTR100400
stl_000401,pay_000401,order_000401,12761.57,255.23,45.94,0.0,12460.4,2026-08-18,UTR100401
stl_000402,pay_000402,order_000402,11225.09,224.5,40.41,0.0,10960.18,2026-08-22,UTR100402
stl_000403,pay_000403,order_000403,1476.59,29.53,5.32,0.0,1441.74,2026-08-16,UTR100403
stl_000404,pay_000404,order_000404,18496.08,369.92,66.59,0.0,18059.57,2026-08-22,UTR100404
stl_000405,pay_000405,order_000405,6634.01,132.68,23.88,0.0,6477.45,2026-08-05,UTR100405
stl_000406,pay_000406,order_000406,6108.65,122.17,21.99,0.0,5964.49,2026-08-21,UTR100406
stl_000407,pay_000407,order_000407,14884.51,297.69,53.58,0.0,14533.24,2026-08-03,UTR100407
stl_000408,pay_000408,order_000408,24989.52,499.79,89.96,0.0,24399.77,2026-08-11,UTR100408
stl_000409,pay_000409,order_000409,14618.05,292.36,52.62,0.0,14273.07,2026-08-08,UTR100409
stl_000410,pay_000410,order_000410,12027.27,240.55,43.3,0.0,11743.42,2026-08-23,UTR100410
stl_000411,pay_000411,order_000411,11334.62,226.69,40.8,0.0,11067.13,2026-08-11,UTR100411
stl_000412,pay_000412,order_000412,4946.48,98.93,17.81,0.0,4829.74,2026-08-21,UTR100412
stl_000413,pay_000413,order_000413,11179.18,223.58,40.24,0.0,10915.36,2026-08-18,UTR100413
stl_000414,pay_000414,order_000414,24241.85,484.84,87.27,0.0,23669.74,2026-08-18,UTR100414
stl_000415,pay_000415,order_000415,9025.05,180.5,32.49,0.0,8812.06,2026-08-13,UTR100415
stl_000416,pay_000416,order_000416,8365.93,167.32,30.12,0.0,8168.49,2026-08-06,UTR100416
stl_000417,pay_000417,order_000417,21514.46,430.29,77.45,0.0,21006.72,2026-08-13,UTR100417
stl_000418,pay_000418,order_000418,10585.3,211.71,38.11,0.0,10335.48,2026-08-18,UTR100418
stl_000419,pay_000419,order_000419,7561.34,151.23,27.22,0.0,7382.89,2026-08-15,UTR100419
stl_000420,pay_000420,order_000420,20432.37,408.65,73.56,0.0,19950.16,2026-08-20,UTR100420
stl_000421,pay_000421,order_000421,1399.08,27.98,5.04,0.0,1366.06,2026-08-05,UTR100421
stl_000422,pay_000422,order_000422,8205.67,164.11,29.54,0.0,8012.02,2026-08-13,UTR100422
stl_000423,pay_000423,order_000423,3340.08,66.8,12.02,0.0,3261.26,2026-08-15,UTR100423
stl_000424,pay_000424,order_000424,21690.31,433.81,78.09,0.0,21178.41,2026-08-03,UTR100424
stl_000425,pay_000425,order_000425,16612.68,332.25,59.8,0.0,16220.63,2026-08-20,UTR100425
stl_000426,pay_000426,order_000426,11818.42,236.37,42.55,0.0,11539.5,2026-08-04,UTR100426
stl_000427,pay_000427,order_000427,5095.77,101.92,18.35,0.0,4975.5,2026-08-14,UTR100427
stl_000428,pay_000428,order_000428,15754.53,315.09,56.72,0.0,15382.72,2026-08-18,UTR100428
stl_000429,pay_000429,order_000429,15822.51,316.45,56.96,0.0,15449.1,2026-08-04,UTR100429
stl_000430,pay_000430,order_000430,5487.18,109.74,19.75,0.0,5357.69,2026-08-20,UTR100430
stl_000431,pay_000431,order_000431,3709.82,74.2,13.36,0.0,3622.26,2026-08-12,UTR100431
stl_000432,pay_000432,order_000432,11233.84,224.68,40.44,0.0,10968.72,2026-08-18,UTR100432
stl_000433,pay_000433,order_000433,3474.94,69.5,12.51,0.0,3392.93,2026-08-23,UTR100433
stl_000434,pay_000434,order_000434,15417.36,308.35,55.5,0.0,15053.51,2026-08-10,UTR100434
stl_000435,pay_000435,order_000435,17889.68,357.79,64.4,0.0,17467.49,2026-08-12,UTR100435
stl_000436,pay_000436,order_000436,13995.56,279.91,50.38,0.0,13665.27,2026-08-20,UTR100436
stl_000437,pay_000437,order_000437,10495.77,209.92,37.79,0.0,10248.06,2026-08-10,UTR100437
stl_000438,pay_000438,order_000438,24810.3,496.21,89.32,0.0,24224.77,2026-08-06,UTR100438
stl_000439,pay_000439,order_000439,11805.47,236.11,42.5,0.0,11526.86,2026-08-06,UTR100439
stl_000440,pay_000440,order_000440,16368.89,327.38,58.93,0.0,15982.58,2026-08-07,UTR100440
stl_000441,pay_000441,order_000441,12710.2,254.2,45.76,0.0,12410.24,2026-08-12,UTR100441
stl_000442,pay_000442,order_000442,12967.36,259.35,46.68,0.0,12661.33,2026-08-11,UTR100442
stl_000443,pay_000443,order_000443,10679.51,213.59,38.45,0.0,10427.47,2026-08-18,UTR100443
stl_000444,pay_000444,order_000444,24515.99,490.32,88.26,7354.8,16582.61,2026-08-10,UTR100444
stl_000445,pay_000445,order_000445,11691.27,233.83,42.09,0.0,11415.35,2026-08-07,UTR100445
stl_000446,pay_000445,order_000445,11691.27,233.83,42.09,0.0,11415.35,2026-08-07,UTR100445
stl_000447,pay_000447,order_000447,12951.9,259.04,46.63,0.0,12610.99,2026-08-07,UTR100447
stl_000448,pay_000448,order_000448,7268.06,145.36,26.16,0.0,7096.54,2026-08-16,UTR100448
stl_000449,pay_000449,order_000449,8826.94,176.54,31.78,0.0,8618.62,2026-08-19,UTR100449
stl_000450,pay_000450,order_000450,7045.73,140.91,25.36,0.0,6879.46,2026-08-03,UTR100450
stl_000451,pay_000451,order_000451,7429.56,148.59,26.75,0.0,7254.22,2026-08-12,UTR100451
stl_000452,pay_000452,order_000452,21018.16,420.36,75.66,0.0,20522.14,2026-08-21,UTR100452
stl_000453,pay_000453,order_000453,24973.11,499.46,89.9,0.0,24383.75,2026-08-18,UTR100453
stl_000454,pay_000454,order_000454,21698.88,433.98,78.12,0.0,21186.78,2026-08-17,UTR100454
stl_000455,pay_000455,order_000455,13695.22,273.9,49.3,0.0,13372.02,2026-08-14,UTR100455
stl_000456,pay_000456,order_000456,8644.78,172.9,31.12,0.0,8440.76,2026-08-20,UTR100456
stl_000457,pay_000457,order_000457,9741.65,194.83,35.07,0.0,9511.75,2026-08-13,UTR100457
stl_000458,pay_000458,order_000458,21805.24,436.1,78.5,0.0,21290.64,2026-08-10,UTR100458
stl_000459,pay_000459,order_000459,14509.04,290.18,52.23,0.0,14166.63,2026-08-10,UTR100459
stl_000460,pay_000460,order_000460,21472.32,429.45,77.3,0.0,20965.57,2026-08-16,UTR100460
stl_000461,pay_000461,order_000461,1569.36,31.39,5.65,0.0,1532.32,2026-08-18,UTR100461
stl_000462,pay_000462,order_000462,17778.08,355.56,64.0,0.0,17358.52,2026-08-15,UTR100462
stl_000463,pay_000463,order_000463,9958.93,199.18,35.85,0.0,9723.9,2026-08-23,UTR100463
stl_000464,pay_000464,order_000464,24530.04,490.6,88.31,0.0,23951.13,2026-08-18,UTR100464
stl_000465,pay_000465,order_000465,24138.2,482.76,86.9,0.0,23568.54,2026-08-07,UTR100465
stl_000466,pay_000466,order_000466,12806.13,256.12,46.1,0.0,12503.91,2026-08-21,UTR100466
stl_000467,pay_000467,order_000467,8633.87,172.68,31.08,0.0,8430.11,2026-08-06,UTR100467
stl_000468,pay_000468,order_000468,21917.66,438.35,78.9,0.0,21400.41,2026-08-17,UTR100468
stl_000469,pay_000469,order_000469,2942.94,58.86,10.59,0.0,2873.49,2026-08-17,UTR100469
stl_000470,pay_000470,order_000470,876.02,17.52,3.15,0.0,855.35,2026-08-07,UTR100470
stl_000471,pay_000471,order_000471,10544.48,210.89,37.96,0.0,10295.63,2026-08-23,UTR100471
stl_000472,pay_000472,order_000472,24263.94,485.28,87.35,0.0,23691.31,2026-08-05,UTR100472
stl_000473,pay_000473,order_000473,12002.52,240.05,43.21,0.0,11719.26,2026-08-11,UTR100473
stl_000474,pay_000474,order_000474,8794.75,175.9,31.66,0.0,8587.19,2026-08-15,UTR100474
stl_000475,pay_000475,order_000475,16421.0,328.42,59.12,0.0,16033.46,2026-08-13,UTR100475
stl_000476,pay_000476,order_000476,21382.36,427.65,76.98,0.0,20877.73,2026-08-20,UTR100476
stl_000477,pay_000477,order_000477,9810.23,196.2,35.32,0.0,9578.71,2026-08-13,UTR100477
stl_000478,pay_000478,order_000478,15856.58,317.13,57.08,0.0,15482.37,2026-08-18,UTR100478
stl_000479,pay_000479,order_000479,21873.38,437.47,78.74,0.0,21357.17,2026-08-04,UTR100479
stl_000480,pay_000480,order_000480,15627.76,312.56,56.26,0.0,15258.94,2026-08-10,UTR100480
stl_000481,pay_000481,order_000481,15963.44,319.27,57.47,0.0,15586.7,2026-08-12,UTR100481
stl_000482,pay_000482,order_000482,24936.94,498.74,89.77,0.0,24348.43,2026-08-05,UTR100482
stl_000483,pay_000483,order_000483,11132.3,222.65,40.08,0.0,10869.57,2026-08-06,UTR100483
stl_000484,pay_000484,order_000484,19129.06,382.58,68.86,0.0,18677.62,2026-08-06,UTR100484
stl_000485,pay_000485,order_000485,11370.12,227.4,40.93,0.0,11101.79,2026-08-12,UTR100485
stl_000486,pay_000486,order_000486,22633.89,452.68,81.48,0.0,22099.73,2026-08-04,UTR100486
stl_000487,pay_000487,order_000487,8447.18,168.94,30.41,0.0,8247.83,2026-08-04,UTR100487
stl_000488,pay_000488,order_000488,7687.51,153.75,27.68,0.0,7506.08,2026-08-14,UTR100488
stl_000489,pay_000489,order_000489,11051.83,221.04,39.79,0.0,10791.0,2026-08-10,UTR100489
stl_000490,pay_000490,order_000490,13513.57,270.27,48.65,0.0,13194.65,2026-08-21,UTR100490
stl_000491,pay_000491,order_000491,17204.11,344.08,61.93,0.0,16798.1,2026-08-08,UTR100491
stl_000492,pay_000492,order_000492,4664.6,93.29,16.79,0.0,4554.52,2026-08-05,UTR100492
stl_000493,pay_000493,order_000493,15432.55,308.65,55.56,0.0,15068.34,2026-08-15,UTR100493
stl_000494,pay_000494,order_000494,15682.9,313.66,56.46,0.0,15312.78,2026-08-10,UTR100494
stl_000495,pay_000495,order_000495,12692.85,253.86,45.69,0.0,12393.3,2026-08-21,UTR100495
stl_000496,pay_000496,order_000496,4006.38,80.13,14.42,0.0,3911.83,2026-08-17,UTR100496
stl_000497,pay_000497,order_000497,16128.66,322.57,58.06,0.0,15748.03,2026-08-17,UTR100497
stl_000498,pay_000498,order_000498,6755.5,135.11,24.32,0.0,6596.07,2026-08-03,UTR100498
stl_000499,pay_000499,order_000499,22523.26,450.47,81.08,0.0,21991.71,2026-08-17,UTR100499
stl_000500,pay_000500,order_000500,22579.63,451.59,81.29,0.0,22046.75,2026-08-20,UTR100500
stl_000501,pay_000501,order_000501,4370.4,87.41,15.73,0.0,4267.26,2026-08-17,UTR100501
stl_000502,pay_000502,order_000502,23658.27,473.17,85.17,0.0,23099.93,2026-08-21,UTR100502
stl_000503,pay_000503,order_000503,7829.28,156.59,28.19,0.0,7644.5,2026-08-16,UTR100503
stl_000504,pay_000504,order_000504,17412.68,348.25,62.68,0.0,17001.75,2026-08-17,UTR100504
stl_000505,pay_000505,order_000505,21209.95,424.2,76.36,0.0,20709.39,2026-08-09,UTR100505
stl_000506,pay_000506,order_000506,24984.65,499.69,89.94,0.0,24395.02,2026-08-18,UTR100506
stl_000507,pay_000507,order_000507,3113.01,62.26,11.21,0.0,3039.54,2026-08-15,UTR100507
stl_000508,pay_000508,order_000508,14512.11,290.24,52.24,0.0,14169.63,2026-08-21,UTR100508
stl_000509,pay_000509,order_000509,7748.87,154.98,27.9,0.0,7565.99,2026-08-12,UTR100509
stl_000510,pay_000510,order_000510,1037.52,20.75,3.73,0.0,1013.04,2026-08-15,UTR100510
stl_000511,pay_000511,order_000511,7224.77,144.5,26.01,0.0,7054.26,2026-08-21,UTR100511
stl_000512,pay_000512,order_000512,21694.15,433.88,78.1,0.0,21182.17,2026-08-04,UTR100512
stl_000513,pay_000513,order_000513,22810.12,456.2,82.12,0.0,22271.8,2026-08-18,UTR100513
stl_000514,pay_000514,order_000514,20904.55,418.09,75.26,0.0,20411.2,2026-08-12,UTR100514
stl_000515,pay_000515,order_000515,19505.65,390.11,70.22,0.0,19045.32,2026-08-10,UTR100515
stl_000516,pay_000516,order_000516,15373.09,307.46,55.34,0.0,15010.29,2026-08-14,UTR100516
stl_000517,pay_000517,order_000517,5865.61,117.31,21.12,0.0,5727.18,2026-08-09,UTR100517
stl_000518,pay_000518,order_000518,15711.83,314.24,56.56,0.0,15341.03,2026-08-07,UTR100518
stl_000519,pay_000519,order_000519,15892.08,317.84,57.21,0.0,15517.03,2026-08-23,UTR100519
stl_000520,pay_000520,order_000520,16335.34,326.71,58.81,0.0,15949.82,2026-08-12,UTR100520
stl_000521,pay_000521,order_000521,19820.96,396.42,71.36,0.0,19353.18,2026-08-04,UTR100521
stl_000522,pay_000522,order_000522,14699.56,293.99,52.92,0.0,14352.65,2026-08-07,UTR100522
stl_000523,pay_000523,order_000523,2708.27,54.17,9.75,0.0,2644.35,2026-08-12,UTR100523
stl_000524,pay_000524,order_000524,8504.62,170.09,30.62,0.0,8303.91,2026-08-16,UTR100524
stl_000525,pay_000525,order_000525,4803.18,96.06,17.29,0.0,4689.83,2026-08-07,UTR100525
stl_000526,pay_000526,order_000526,19769.56,395.39,71.17,0.0,19303.0,2026-08-14,UTR100526
stl_000527,pay_000527,order_000527,13505.88,270.12,48.62,0.0,13187.14,2026-08-11,UTR100527
stl_000528,pay_000528,order_000528,20846.58,416.93,75.05,0.0,20354.6,2026-08-11,UTR100528
stl_000529,pay_000529,order_000529,22894.2,457.88,82.42,0.0,22353.9,2026-08-18,UTR100529
stl_000530,pay_000530,order_000530,24200.91,484.02,87.12,0.0,23629.77,2026-08-12,UTR100530
stl_000531,pay_000531,order_000531,18790.7,375.81,67.65,0.0,18347.24,2026-08-13,UTR100531
stl_000532,pay_000532,order_000532,20203.7,404.07,72.73,0.0,19726.9,2026-08-17,UTR100532
stl_000533,pay_000533,order_000533,24090.89,481.82,86.73,0.0,23522.34,2026-08-07,UTR100533
stl_000534,pay_000534,order_000534,18976.71,379.53,68.32,0.0,18528.86,2026-08-10,UTR100534
stl_000535,pay_000535,order_000535,21573.44,431.47,77.66,0.0,21064.31,2026-08-15,UTR100535
